text,label
raise ur dongerz 5spoopie7me senpai vinnyjoel notice me ayy lmao shrekt kappa huge debate over rape race or gay jokes,1
and do gay jokes support homophobes i still like to laugh its not about rape itself i only laugh if the joke is funny 2me,1
blameonenotall do men who dont hurt women actually need to be congratulated,1
rt that face kat just pulled was hideous mkr,1
imagine stabbing a gay who makes rape and sef hrm jokes,1
the jk rowling memes have revealed how homophobic most people still are its sad that saying a relationship between two men possibly had sexual dimensions got thousands of people to make pedophilia and rape jokes about gay people,1
miley cyrus rides blowup dick tells rape joke at london gay club gawker share with friends top new,1
rt call me sexist but i really dont like female country singers,1
men are empowered to call female politicians a fucking bitch when women speak of them hatefully and other women do nothing,1
remember when vince vaughns own director said he regrets the movie that made vince vaughn famous because of date rape jokes sassy racist grandmother tropes and gay men as predators,1
my friend met him for an interview about rock climbing or something and apparently he made some inappropriate gay rape jokes,1
drudge news video miley cyrus makes date rape joke at gay nightclub freedom,1
that was a rape joke not a gay joke lmao either way u dont apply good father who makes bets on the 49ers lol,1
we made joke outta alu4 dana crash gays rape and the so called clueless government thats not kill him for his inappropriate joke,1
thank you yeah making gay jokes or rape jokes doesnt really help,1
and yes my friends call me kuntsi bitch is an understatement lol im also not soft weak and insecure like all the females in this video,1
self described radical feminist makes death threats against gamergate woc for not doingthinking as she was told,1
rt im not sexist but the new ghost busters with an all woman cast nah wont be the same tbh ghostbusters,1
okay but look at it from my perspective i get triggered and sad whenever someone jokes about sexual assault or rape bc i have to live through it the same goes for people coming out as trans bi or gay so im sorry but they have every right to say that they are hurt by it,1
mileycyrus miley cyrus makes date rape joke at london gay nightclub video,1
oh lord so he makes fat and gay jokes supports child rape and acts like a 10 year old awesome life buddy,1
i want to go on record saying that in any respectable restaurant if someone were to call a female worker a fucking bitch that person would not be allowed back in ever i think the same policy should be followed by congress and senate insultnoseat,1
we cant even fucking ride bikes now what the shit is this im not sexist but girls riding bikes just looked weird af,1
yall haha drunk pussy the best pussy when she think she only coming to smoke i wanna get a bitch drunk ykwtfgo id rape a bitch nasty id let my son get raped by women before he can ever admit hes gay yall omg yall soft issa joke,1
rt would looooove to see a feminazi take on this ha ha,1
i love boondocks slander lets talk about how gay black men amp homosexuality were portrayed negatively the entire show all the gbm characters were villains andor some sort perverted deviant it was mad homophobic and mcgruders obsession with gay rape as a joke was just weird,1
duuuuude cyber bully much i just read some of the tweets how did it even start,1
which is a step less awful than say adding gay jokes or rape jokes,1
im all for pope tweets denouncing child rape but lay off the gay jokes doing that blurs a very serious line theyre not the same idiots,1
rt im not sexist but girls should not rap its weird,1
because its so appropriate for school im not sexist but i die laughing when dudes in class make sexists jokes,1
last time i checked anal sex wasnt exclusive to gay men prison rape has nothing to do with homosexuality its unfortunate that a type of sexual act has been conflated with sexual preference why reinforce that that said not defending jokes about rape here,1
the gay rape joke goes hard everybody else tells kid their crimes the worst is i used to run a daycare center blackfilmfeb,1
suck shit kat you vile venomous nasty bitch giving shit to annie and lloyd only to be told your dish was gross karma bitch mkr,1
rt if you look at you see tweets of pure hatred if you look at you see a few light stupidity a,1
honestly no idea what that is,1
rt im not sexist but a lady assassin just isnt right assassinscreedliberation,1
can people please stop throwing gay and rape around like if its a joke,1
mkr anyone can cook from a can girls,1
remember when conservative used to be associated with things like judeochristian values now it is synonymous with insensitive rape jokes and gay people milo how times have changed the left are the new fundamentalists only their religion is not christianity its socialism,1
rt womenagainstfeminism because theyd rather be sorry than safe feminism yesallwomen,1
rape jokes are terrible but you niggas retarded if you think i aint finna say thats gay to some gay shit,1
can you be legally forced into parental obligations can your genitals be cut at birth does your right to vote have an,1
yoho ousted from christian charity board after verbal attack on aoc you mean its not christian to call a young female colleague a fucking bitch whod a thunkit,1
every single jaehee blog on tumblr either a reblog s from an artist that makes me super uncomfortable or b makes rapegay jokes lol,1
todays society so sensitive its sad they joke about everything but they take out the gay jokes before race rape and other sensitive jokes,1
really calling for the killing of gay people or promote rape in the name of a joke is cool to you,1
abortion orphanages death illuminati cancer stds pregnancy rape gay and racist jokes are lame immature childish stupid,1
rt bitches be boosie bad ass until it time to fight then they a no show,1
liberals making gay rape jokes is supreme 2019 hes still your president and will be for another 5 years facts,1
sweet i have a wife and 2 daughters i guess this means i get to call my female colleagues fuckin bitches without repercussion is an amazing role model and my daughters will be watching her speech tonight with me so they can see what strong women are capable of doing,1
ill still call them females and bitches too,1
guys say they have dark humour then proceed to make jokes about rape and gay people,1
rt im not sexist but women are inferior proving that you can still be an idiot regardless of your,1
i bet these people were going ewww thats so gay wtf slur slur rape joke slur xd xd xd five years ago,1
mind you it was because she made a rape joke about a 17 yr old girl and i called her out on it but then she said it doesnt even matter cause shes gay anyway and then called me stupid goodnight yall,1
hey kat karma is a bitch mkr,1
they havent learnt how to have small talk which doesnt consist of rape jokes jokes on the word gay slutshaming and bodyshaming women or conversation where they are trying to get sex so of course they find themselves out of their depth at that moment,1
you call yohos remarks criticism whatever happened to civil discourse is it ok for a man to call a female colleague a fucking bitch namecalling by republicans has got to stop not to mention namecalling by men against women our president has lowered the bar way too far,1
mary koss seriously,1
a stereotypical gay latino man making a rape joke,1
your disgusting display of gaslighting and while male fragility will live on in the arhives of herstory and how dare you pull the long marriage two daughters gag to absolve you your choice to call a female colleague a fucking bitch you are the bitch sir,1
so saying bad things about women is harassment saying bad things about gay people is an opinionjoke okay btw the men who joke that you should be able to rape a woman to keep her in line a common fun thing they tweet a lot also say its just their opinion,1
rt im dying,1
jokes about rape from senior management talks about bombing the ragheads corrective rape and on and on and on suffice to say i wasnt out when they did find out i was gay it got much much worse,1
he beat women and a gay man almost to death he tried to kill and rape his girlfriend with a pitchfork dumb kpop jokes are the very least of what he deserves he doesnt need anyone to defend his evil misogynistic homophobic rapist ass but thanks anyway,1
rt im not sexist at all but i do hold the firm belief that girlswomen shouldnt be allowed to drive no need to explain why,1
also gay and rape jokes arent funny you fucking idiots who make them,1
128514128514128514128514128514128514128514128514128514128514 gay niggas couldnt wait to act like bitches tonight,1
thats the problem because the victim is a villain and unconscious and haha its a gay joke were supposed to think sexual assault is okay rape is okay as long as it only happens to criminals right,1
he said he didnt want his son to be gay and all these gay dudes were mad and then he made a rape joke,1
lol jacob played a h3h3 video and it was just rape joke trans joke gay joke,1
reasons i hate the guys in my grade they joke about the disabled rape other races women gay people literally everything you shouldnt joke about i mean i like my school and all but southern christian conservatives immature high school guys are just a little too much for me,1
rt twitterfeminism is a protection racket except nobody can actually guarantee your brand any safety as the movement is,1
it kinda was tho if it was a girl who bullied you why would you be like stop bitching to my friend yeah after c,1
biurny pegeuro put a man in jail for 20 years never even had sex lied to her friends about ditching them at a club so she,1
i understand totally the idea of telling my son hes not allowed to call his female colleagues fucking bitches is just filling me with absolute horror,1
good,1
but inequality is not defined as that its defined as unequal were unequal in physical strength for example,1
so clever how are girls so bad at math when they know so much about hair volume and the volume of their mascara notsexist,1
how i just had a first date go in the first 20 minutesa swastika joke a rape joke and a highly offensive gay joke needless to say i had every desire to throat punch this ignorant piece of shit dont forget people hide their true selves in online dating,1
i take your point these are not good examples of that point as points out in humanity even rape jokes are funny as long as the butt of the joke is not the rape victim these jokes are not that funny but the targets are politicians not gay people,1
she is lying,1
yep the coyotes they have an out in 23 years nhl would have gone to seattle but no building vegas will get them instead,1
interesting how leftists can make jokes about gay rape but if a conservative made such comments the lynch mob would be out in full force,1
everyone be sure to take morality and parenting lessons from ok to mock child rape but spanking and jokes about gays no go,1
rt womens tennis is of a good standard shitnoonesays notsexist stillenjoywatchingivanovic,1
girls in usually not sexist but girls are refs in the nba wow,1
corbynites made the starmer bros call female workers bitch face cow amp plot to throw darts at her face,1
the president makes a gay rape joke mocking molestation victims of jordan and it wont even make the news,1
rt yes i am a brony and a meninst get over it you wont have sex with me what kind of bullcrap is this oppression femi,1
there is nothing funny about rape jokes just another ignorant attention hungry gay man with more privilege and influence than deserved zero class culture or sensitivity,1
i have a stupid man crush on lloyd and i cant help it mkr2015 mkr sexylloydmkr,1
a male calling a women who is sticking up for gays and rape victims sexist thats rich,1
yeah but he already had his brain damaged he might not have been able to be saved at all what makes it worse kid was 14 naked dahmer says it was his lover they fighting cops make jokes abouts gays amp rape amp let him go kid was killed that night dahmer kept the head,1
flyers can never get all 3 phases in sync have had great forwards had great d in 2010 but never find the g if they do,1
rape is a joke ur mum ur sis ur aunt ur uncle ur moms dads gay transvestite boyfriend ur fucking stupid,1
rt why are la women so bitchy notsexist,1
wow rt yip im not sexist but id like to throttle that woman,1
rt im not sexist but womens basketball makes me want to puke,1
yes you are i swear im not sexist but watching girls basketball usually makes me want to shoot myself in the head,1
when someone tells a rapegaymental illness joke,1
a little girl saying nigga in a song and calling someone gay as a fuckin joke and apparently making a rape joke headass,1
and that proves what,1
notice how the argument isnt dont call a man a male theyre trying to say that men secretly call women females as a pejorative in lieu of bitch yeaaaaahhhhok,1
rape jokes forced olly alexander to avoid social media gay news lgbt,1
i love it when men open doors for me but then im a lady and not a feminazi,1
essentially but much worse several dbz actors were caught making extremely offensive jokes not just racist but also homophobic incestuous pedophilic and rape jokes including a five minute skit about a gay rape orgy,1
irl bc the older you get the more serious people are gonna start taking those words by this i mean using racial slurs when you are white making rape jokes toward women making fun of gay people that stuff isnt taken lightly anymore trust me look stories up be less vulgar,1
female is diet bitch for sure but is not ok to call someone a bitch if theyre acting like a bitch is that not acceptable,1
i know you know my intent is to prove they dont know,1
sassy gurls you aint sassy more like bitchy mkr,1
if no what is the formal word for feminazi you knowa woman who is too feminist,1
females really be getting annoyed when they man spams them with texts and calls welll shittt you wanted a man to do all that cute shit with right ungrateful bitches goodnight,1
rt im not sexist but female sports announcers annoy me,1
this fucking girl in front of me joking about people being gay and rape seriously not something to joke about,1
do not make suicide jokes do not tell people to kill themselves do not make rape jokes dont use gay as a serious insult youre not cool,1
rt im not sexist at all but i can not stand female reporters in mens sports,1
rt dont get your pants in a bunch im not sexist but in this pc geekdom world heaven forbid if you disagree,1
i cant let this go do you make rape jokes helen because ive lived through dv and rape and theyre on the same level for me this is not at all what i would expect from a publication from at all,1
why are the wa contestants always assholes 3 yeas running mkr,1
when i ask them that verbatim question they call me an abusive misogynist you do you ever actually get an answer,1
notice how all leftist comics like sarah silverman have stopped doing gay jokes yet have ramped up the jokes about child rape qanon was right again these ppl are sick wwg1wga,1
so all the jokes about rape and murder are still acceptable in todays society if you stop gay jokes stop all of the jokes might as well just cancel the whole show,1
i suppose kat thinks its unfair like every other time her yuck food has been given bad critiqueshes like a child stop bitching mkr,1
rt go ahead and call me sexist but i do not trust girls in a gun store,1
heads up to others who live in upstate ny the romas in latham ny has a bunch of assholes working in it they have been making racist comments about their black customers make up rape jokes about female employees and customers and frequently take about how trans gay and,1
im scared of gay gangsters rape is no jokelt ffs titch fam wtf,1
most people who make rape jokes or gay jokes or racist jokes or whatever arent smart enough to,1
democrat mark critz totally cant figure out why you didnt like his gay rape joke naked dc via,1
people who make gay jokes and rape jokes can go away forever tbh,1
stupid bitch you so trifling,1
yep u got that mr tuff guy maga just look at his hairfacesays it all hes bat crap crazy how the hell did,1
rt working with females is difficult have to walk on eggshells as to not offend them no im not a sexist person im tal,1
feminazi,1
i call the women i respect females idk who can take being called a bitch and not take it to heart,1
rt im not sexist but i think in general men make waaaay better music,1
tell a gay joke get thrown in jail as refugees rape their country sounds about right,1
you think its in order for a congressman to go up to his female college and call her a fucking bitch because they differ on policy thats what your spiritfilled christianity prescribes,1
men lack such selfawareness women are so complicated notsexist,1
your example is 42 years old you realize,1
gay amp rape jokes arent funny can you just shut up,1
family guy gay jokes rape jokes,1
rape jokes will never be funny ok even though the joke u made was for gay ppl just know that rape will never ever be funny whether the victim is straight or not ha kaya fuck u nlng sa groupmate ko who made a fucking rape joke sa script namin,1
rt im not sexist but i cant stand feminists,1
doing drugs effects an individual themselves but being sexist effects a whole group of ppl and when did 5h ever make raperacistgay jokes,1
had a big nicca rape me because i sat in his seat in skool jokes on him doe he gay for eattin my ass ol flamin ass,1
lazy emmy watch update the uncomfortable rape gay and racist jokes in veep,1
mkr i actually liked ash tonight though she always looks like her hair is pulled back too tight,1
fresh miley cyrus shocks fans with daterape joke at gay london g celebrity mileycyrus pop,1
video queerpoc im not gonna apologize for my rape jokes im not gonna apologize for my gay jokes or,1
video miley cyrus makes date rape joke at gay nightclub video miley cyrus makes date rape joke at gay night,1
rt a ghostbusters remake with women taking up the roles of ghoul slaying saviours im no sexist but lets not be stupid eh,1
at least the promogirls might have a future in creating new ben amp jerrys flavours mkr icecreamqueens offal and marrow,1
whoa now first off im really not reading all of that those are two paragraphs im good on that secondly i think youre taking my shit posting seriously people literally make jokes about rape gay rights black people white people etc,1
racism and rape are not joking matters at all which are the jokes that he makes we are not laughing,1
sexism is still not acceptable even if you throw white in front of woman homophobia is still not acceptable if you thow white in front of gay rape jokes amp body shaming are still not acceptable if theyre directed to men being a minority doesnt excuse bigotry,1
tw abuse sexual abuse homophobia mgeko mgeko fully made a gay ship that was abusive physically mentally and sexually turned it into a joke gave them a child and then made that child not only have a gross love for their father but also straight up rape him,1
theres a difference between a feminist and a feminazi fools call the latter the former,1
racist jokes rape jokes gay jokes are all punching down because they are all at the expense of the groups with less power if you flip them around and make the dominant group the target instead it is funny to punch up 22,1
rt 3 followers till 1000,1
how come i hear more about breast cancer than prostate cancer how come i hear more about female depression than male depression if i post on my stories a pic of me crying they would call me a bitch if a girl does it everyone goes to ask them if theyre ok,1
i didnt know they were models mkr,1
im reading something and this fucking stupid boy is gonna make me cry and im gonna blow up if he does what i think hes gonna do i s2g djdk,1
so much this watch a comedy from 15 years ago and its just so obvious how far weve come culturally its genuinely painful to sit through the onslaught of gay trans and rape jokes buried in blatant misogyny on screen in movies i remember growing up with people have grown,1
as someone who lives with a man who believes he cant be sexist because hes gay but who will still mansplain to me my own career degree experience with female healthcare and say rape culture is a myth i agree wholeheartedly,1
dave chappelle maneuvering through those gay and rape jokes,1
by my female friends yes if a man calls me a bitch imma rip his head off,1
rt guy who stabbed two people at busstop has face that says im going to stab you at a bus stop,1
you can either choose to host a fascist who is perpetuating brutal state violence against indigenous people afrobrazilians who jokes about rape and who has nothing but contempt for women trans people amp gay people or you can not your choice is clear amp we wont forget,1
just let some dude walk past your mom and sister and call them fucking bitches dont care if your mom and sis are whiners or any of that just because theyre women and most men are threatened by strong females aoc called it for us women,1
google financial abortion,1
deconstructed tart by lazy tarts mkr,1
whats up with you and the gay jokes lately did somebody butt rape you smh,1
i was like congrats fuckface mcgee you are a goddamn idiot if you think that is sexist,1
rt this makes me laugh feminazi feminism yesallwomen fem2 p2,1
rt and we still get payed equally that stupid myth bothers me to no end because there,1
some of you girls think being a bad bitch is all there is in life,1
who said anything about hitting,1
why niggas call females a bitch when they get rejected lol,1
omfg taste and swallow quote of the year mkr2015 mkr mykitchenrules,1
people are outraged about chappelles jokes on rape and gay shit bet now i have to see it,1
keep ranting amp attacking people you are making no points bye feminazi what a fool,1
rt personally i am just glad when they use the actual word and not feminazi,1
btw if i wanted to call you bitch i wouldnt sugar coat it by calling you a female or saying you acting like a female ill just call it like it is ion view the word female in that light but yall do so im not gon invalidate nobodies person experiences,1
i feel like no male should call a female a bitch thats just crossing the line maybe not everyone was raised the same,1
she not actually going to rape anyone it was just a joke lol stop being so up tight now i feel like you might be under 18 huh from my experience tho all gays talk different some are overally sexual,1
picture was gender neutral butsure,1
no way thats sexist at all im not sexist but female characters in tv shows are 99 usually the most annoying character,1
men especially men on twitter are absolute hot garbage like yall really be saying rape jokes like its nothing try to find loopholes to consent and wishing your future son doesnt turn out gay the toxicity,1
miley cyrus makes date rape joke onstage at gay,1
